Lead ID,Location,College,Year of Study,Program Interest,Lead Source
LD1219,Hyderabad,Gujarat Institute Of Technology,3rd,Electric Vehicle,Instagram
LD1220,Ahmedabad,Chandigarh University,3rd,Robotics,College Collaboration
LD1221,Pune,CPET Academy,4th,Electric Vehicle,College Collaboration
LD1222,Ahmedabad,Indus University,4th,Data Science,Mass-Mailing
LD1223,Pune,Chandigarh University,3rd,Data Science,Instagram
LD1224,Ahmedabad,CPET Academy,1st,Electric Vehicle,College Collaboration
LD1225,Jaipur,CPET Academy,3rd,Robotics,Google Form
LD1226,Chandigarh,Nirma University,1st,Robotics,Instagram
LD1227,Pune,Nirma University,3rd,Data Science,Instagram
LD1228,Ahmedabad,Nirma University,1st,Data Science,LinkedIn
LD1229,Ahmedabad,Chandigarh University,1st,AI,WhatsApp
LD1230,Hyderabad,Nirma University,1st,AI,Instagram
LD1231,Hyderabad,St Xaviers College,3rd,Electric Vehicle,LinkedIn
LD1232,Bangalore,Indus University,1st,Electric Vehicle,LinkedIn
LD1233,Pune,CPET Academy,3rd,Robotics,LinkedIn
LD1234,Pune,Chandigarh University,1st,Data Science,Mass-Mailing
LD1235,Pune,Chandigarh University,3rd,Data Science,WhatsApp
LD1236,Bangalore,St Xaviers College,4th,Robotics,Google Form
LD1237,Kolkata,Chandigarh University,2nd,Robotics,College Collaboration
LD1238,Delhi,Chandigarh University,4th,Data Science,LinkedIn
LD1239,Mumbai,Chandigarh University,1st,Data Science,Mass-Mailing
LD1240,Ahmedabad,St Xaviers College,4th,Electric Vehicle,LinkedIn
LD1241,Mumbai,Nirma University,3rd,AI,Instagram
LD1242,Hyderabad,Chandigarh University,2nd,Robotics,Google Form
LD1243,Hyderabad,St Xaviers College,1st,Data Science,College Collaboration
LD1244,Mumbai,Indus University,3rd,Electric Vehicle,Mass-Mailing
LD1245,Jaipur,Chandigarh University,3rd,Data Science,Instagram
LD1246,Kolkata,CPET Academy,3rd,AI,Instagram
LD1247,Kolkata,Chandigarh University,2nd,AI,LinkedIn
LD1248,Ahmedabad,CPET Academy,3rd,Robotics,Mass-Mailing
LD1249,Surat,Nirma University,3rd,AI,Google Form
LD1250,Surat,St Xaviers College,2nd,Electric Vehicle,Instagram
LD1251,Chandigarh,CPET Academy,4th,Electric Vehicle,WhatsApp
LD1252,Mumbai,Indus University,3rd,Robotics,WhatsApp
LD1253,Jaipur,Chandigarh University,3rd,Electric Vehicle,Instagram
LD1254,Pune,St Xaviers College,2nd,Robotics,Google Form
LD1255,Hyderabad,St Xaviers College,1st,Data Science,WhatsApp
LD1256,Bangalore,Indus University,3rd,AI,Mass-Mailing
LD1257,Bangalore,Indus University,4th,Data Science,Mass-Mailing
LD1258,Ahmedabad,St Xaviers College,2nd,AI,Mass-Mailing
LD1259,Pune,Nirma University,1st,Data Science,Mass-Mailing
LD1260,Delhi,St Xaviers College,2nd,Robotics,Instagram
LD1261,Delhi,Chandigarh University,1st,Data Science,Instagram
LD1262,Chandigarh,Gujarat Institute Of Technology,1st,Electric Vehicle,College Collaboration
LD1263,Chandigarh,St Xaviers College,3rd,Robotics,WhatsApp
LD1264,Mumbai,Gujarat Institute Of Technology,2nd,Electric Vehicle,Google Form
LD1265,Jaipur,St Xaviers College,3rd,Electric Vehicle,LinkedIn
LD1266,Ahmedabad,St Xaviers College,3rd,Electric Vehicle,WhatsApp
LD1267,Pune,Indus University,4th,AI,Mass-Mailing
LD1268,Bangalore,CPET Academy,4th,AI,WhatsApp
LD1269,Jaipur,Indus University,1st,Electric Vehicle,WhatsApp
LD1270,Surat,CPET Academy,4th,Robotics,WhatsApp
LD1271,Bangalore,CPET Academy,1st,Electric Vehicle,Mass-Mailing
LD1272,Bangalore,CPET Academy,3rd,Data Science,Mass-Mailing
LD1273,Surat,Nirma University,4th,Electric Vehicle,College Collaboration
LD1274,Surat,St Xaviers College,2nd,Robotics,LinkedIn
LD1275,Kolkata,Nirma University,4th,Data Science,College Collaboration
LD1276,Kolkata,Chandigarh University,1st,Electric Vehicle,Mass-Mailing
LD1277,Delhi,Chandigarh University,4th,Data Science,LinkedIn
LD1278,Surat,Nirma University,1st,Robotics,Google Form
LD1279,Ahmedabad,CPET Academy,4th,AI,Instagram
LD1280,Jaipur,Chandigarh University,2nd,AI,LinkedIn
LD1281,Hyderabad,St Xaviers College,4th,Robotics,Mass-Mailing
LD1282,Mumbai,Chandigarh University,1st,Robotics,Instagram
LD1283,Pune,Gujarat Institute Of Technology,4th,Robotics,Instagram
LD1284,Hyderabad,CPET Academy,4th,Electric Vehicle,WhatsApp
LD1285,Chandigarh,St Xaviers College,1st,Electric Vehicle,Instagram
LD1286,Surat,CPET Academy,1st,AI,LinkedIn
LD1287,Kolkata,Gujarat Institute Of Technology,1st,Data Science,Google Form
LD1288,Surat,Gujarat Institute Of Technology,1st,Robotics,WhatsApp
LD1289,Hyderabad,Indus University,4th,Data Science,Instagram
LD1290,Delhi,St Xaviers College,3rd,Data Science,LinkedIn
LD1291,Ahmedabad,St Xaviers College,1st,Data Science,College Collaboration
LD1292,Jaipur,St Xaviers College,2nd,Data Science,LinkedIn
LD1293,Bangalore,Nirma University,3rd,Data Science,College Collaboration
LD1294,Kolkata,Indus University,4th,Data Science,Mass-Mailing
LD1295,Bangalore,Gujarat Institute Of Technology,1st,AI,Google Form
LD1296,Pune,Nirma University,4th,Robotics,LinkedIn
LD1297,Jaipur,Nirma University,1st,Robotics,Instagram
LD1298,Delhi,Gujarat Institute Of Technology,2nd,Electric Vehicle,Google Form
LD1299,Bangalore,CPET Academy,2nd,Electric Vehicle,WhatsApp
LD1300,Kolkata,Gujarat Institute Of Technology,3rd,Robotics,Instagram
LD1301,Chandigarh,St Xaviers College,4th,Electric Vehicle,Google Form
LD1302,Ahmedabad,Gujarat Institute Of Technology,4th,AI,LinkedIn
LD1303,Bangalore,Chandigarh University,2nd,Data Science,Mass-Mailing
LD1304,Delhi,Chandigarh University,4th,AI,LinkedIn
LD1305,Surat,CPET Academy,1st,Electric Vehicle,Instagram
LD1306,Mumbai,Indus University,1st,AI,LinkedIn
LD1307,Chandigarh,Chandigarh University,3rd,Robotics,Google Form
LD1308,Delhi,Chandigarh University,1st,Electric Vehicle,WhatsApp
LD1309,Mumbai,Chandigarh University,3rd,AI,LinkedIn
LD1310,Mumbai,Indus University,1st,Robotics,College Collaboration
LD1311,Hyderabad,CPET Academy,1st,Data Science,WhatsApp
LD1312,Delhi,Nirma University,4th,Electric Vehicle,Mass-Mailing
LD1313,Ahmedabad,CPET Academy,2nd,Robotics,Instagram
LD1314,Pune,St Xaviers College,3rd,Robotics,College Collaboration
LD1315,Jaipur,CPET Academy,1st,Electric Vehicle,College Collaboration
LD1316,Surat,St Xaviers College,3rd,Robotics,Instagram
LD1317,Pune,CPET Academy,2nd,AI,LinkedIn
LD1318,Chandigarh,Gujarat Institute Of Technology,3rd,AI,Google Form
LD1319,Chandigarh,CPET Academy,2nd,Data Science,LinkedIn
LD1320,Kolkata,Gujarat Institute Of Technology,2nd,Robotics,Mass-Mailing
LD1321,Ahmedabad,St Xaviers College,3rd,AI,College Collaboration
LD1322,Chandigarh,Nirma University,2nd,AI,Google Form
LD1323,Surat,St Xaviers College,3rd,AI,College Collaboration
LD1324,Pune,Gujarat Institute Of Technology,4th,Data Science,Mass-Mailing
LD1325,Bangalore,Chandigarh University,2nd,Electric Vehicle,Mass-Mailing
LD1326,Jaipur,St Xaviers College,2nd,AI,Mass-Mailing
LD1327,Hyderabad,Gujarat Institute Of Technology,2nd,Data Science,Google Form
LD1328,Surat,Indus University,2nd,Data Science,LinkedIn
LD1329,Hyderabad,CPET Academy,2nd,Electric Vehicle,Google Form
LD1330,Bangalore,Chandigarh University,4th,Electric Vehicle,Instagram
LD1331,Chandigarh,St Xaviers College,4th,Robotics,Mass-Mailing
LD1332,Chandigarh,St Xaviers College,1st,Electric Vehicle,Mass-Mailing
LD1333,Bangalore,Chandigarh University,2nd,AI,Mass-Mailing
LD1334,Pune,CPET Academy,4th,Robotics,WhatsApp
LD1335,Delhi,Chandigarh University,3rd,Electric Vehicle,WhatsApp
LD1336,Mumbai,Chandigarh University,4th,Robotics,College Collaboration
LD1337,Chandigarh,Gujarat Institute Of Technology,1st,AI,Mass-Mailing
LD1338,Mumbai,St Xaviers College,2nd,Data Science,LinkedIn
LD1339,Kolkata,Nirma University,3rd,Electric Vehicle,Google Form
LD1340,Bangalore,Chandigarh University,3rd,AI,College Collaboration
LD1341,Ahmedabad,Nirma University,4th,Data Science,College Collaboration
LD1342,Jaipur,Indus University,3rd,AI,College Collaboration
LD1343,Chandigarh,St Xaviers College,4th,Electric Vehicle,Mass-Mailing
LD1344,Kolkata,CPET Academy,4th,Data Science,WhatsApp
LD1345,Delhi,Gujarat Institute Of Technology,3rd,Data Science,Google Form
LD1346,Surat,Gujarat Institute Of Technology,1st,Data Science,College Collaboration
LD1347,Delhi,Nirma University,1st,Data Science,Google Form
LD1348,Mumbai,St Xaviers College,2nd,Robotics,College Collaboration
LD1349,Kolkata,St Xaviers College,3rd,Electric Vehicle,Mass-Mailing
LD1350,Ahmedabad,St Xaviers College,2nd,AI,Instagram
LD1351,Chandigarh,Chandigarh University,2nd,Data Science,WhatsApp
LD1352,Pune,Nirma University,3rd,Robotics,WhatsApp
LD1353,Surat,Indus University,2nd,AI,Instagram
LD1354,Kolkata,St Xaviers College,1st,Data Science,Google Form
LD1355,Delhi,Nirma University,1st,Robotics,WhatsApp
LD1356,Chandigarh,Chandigarh University,3rd,AI,College Collaboration
LD1357,Pune,St Xaviers College,4th,AI,Instagram
LD1358,Jaipur,Indus University,2nd,AI,Google Form
LD1359,Mumbai,Indus University,1st,Electric Vehicle,Google Form
LD1360,Mumbai,Gujarat Institute Of Technology,3rd,Electric Vehicle,Google Form
LD1361,Surat,CPET Academy,2nd,AI,WhatsApp
LD1362,Kolkata,Nirma University,2nd,Robotics,LinkedIn
LD1363,Hyderabad,Nirma University,1st,AI,College Collaboration
LD1364,Jaipur,Nirma University,3rd,Robotics,College Collaboration
LD1365,Ahmedabad,CPET Academy,2nd,Robotics,Instagram
LD1366,Delhi,Chandigarh University,2nd,AI,Instagram
LD1367,Hyderabad,CPET Academy,4th,Robotics,Instagram
LD1368,Delhi,Gujarat Institute Of Technology,3rd,AI,Mass-Mailing
LD1369,Hyderabad,Nirma University,1st,Robotics,Instagram
LD1370,Pune,Nirma University,2nd,Robotics,Instagram
LD1371,Chandigarh,St Xaviers College,1st,AI,Instagram
LD1372,Surat,Chandigarh University,4th,AI,LinkedIn
LD1373,Hyderabad,CPET Academy,4th,AI,WhatsApp
LD1374,Hyderabad,CPET Academy,1st,Robotics,WhatsApp
LD1375,Jaipur,St Xaviers College,3rd,Data Science,College Collaboration
LD1376,Surat,Nirma University,1st,Robotics,Instagram
LD1377,Chandigarh,CPET Academy,1st,AI,College Collaboration
LD1378,Delhi,Chandigarh University,3rd,Electric Vehicle,LinkedIn
LD1379,Jaipur,Gujarat Institute Of Technology,3rd,Robotics,WhatsApp
LD1380,Jaipur,Indus University,3rd,Electric Vehicle,WhatsApp
LD1381,Kolkata,CPET Academy,4th,AI,Google Form
LD1382,Bangalore,Chandigarh University,3rd,Robotics,Mass-Mailing
LD1383,Jaipur,Indus University,4th,Data Science,Mass-Mailing
LD1384,Surat,Indus University,2nd,Robotics,College Collaboration
LD1385,Hyderabad,Gujarat Institute Of Technology,1st,Data Science,Mass-Mailing
LD1386,Bangalore,St Xaviers College,2nd,Electric Vehicle,Google Form
LD1387,Ahmedabad,Indus University,2nd,AI,LinkedIn
LD1388,Pune,CPET Academy,4th,AI,WhatsApp
LD1389,Surat,Gujarat Institute Of Technology,4th,Robotics,Google Form
LD1390,Ahmedabad,Nirma University,2nd,Robotics,WhatsApp
LD1391,Ahmedabad,CPET Academy,4th,AI,College Collaboration
LD1392,Ahmedabad,Nirma University,2nd,Electric Vehicle,WhatsApp
LD1393,Surat,St Xaviers College,2nd,Data Science,Google Form
LD1394,Ahmedabad,St Xaviers College,2nd,Data Science,Instagram
LD1395,Delhi,Nirma University,3rd,AI,WhatsApp
LD1396,Surat,Gujarat Institute Of Technology,3rd,AI,WhatsApp
LD1397,Delhi,Chandigarh University,1st,Electric Vehicle,LinkedIn
LD1398,Hyderabad,Gujarat Institute Of Technology,4th,Data Science,LinkedIn
LD1399,Pune,Gujarat Institute Of Technology,3rd,Robotics,College Collaboration
LD1400,Surat,Indus University,4th,AI,Mass-Mailing
LD1401,Hyderabad,CPET Academy,2nd,Robotics,Google Form
LD1402,Jaipur,St Xaviers College,3rd,Electric Vehicle,WhatsApp
LD1403,Surat,Chandigarh University,2nd,Electric Vehicle,Mass-Mailing
LD1404,Pune,St Xaviers College,1st,Robotics,College Collaboration
LD1405,Pune,CPET Academy,3rd,Electric Vehicle,Google Form
LD1406,Delhi,CPET Academy,3rd,Electric Vehicle,WhatsApp
LD1407,Mumbai,Gujarat Institute Of Technology,2nd,AI,WhatsApp
LD1408,Kolkata,Nirma University,4th,Robotics,Instagram
LD1409,Mumbai,Gujarat Institute Of Technology,4th,Robotics,Google Form
LD1410,Surat,Chandigarh University,1st,Data Science,Google Form
LD1411,Pune,Gujarat Institute Of Technology,4th,Robotics,College Collaboration
LD1412,Jaipur,Indus University,2nd,Data Science,Mass-Mailing
LD1413,Ahmedabad,Chandigarh University,3rd,Robotics,WhatsApp
LD1414,Bangalore,Chandigarh University,2nd,Robotics,Mass-Mailing
LD1415,Chandigarh,Indus University,4th,Electric Vehicle,Mass-Mailing
LD1416,Hyderabad,Nirma University,2nd,Electric Vehicle,College Collaboration
LD1417,Bangalore,Chandigarh University,2nd,Electric Vehicle,College Collaboration
LD1418,Surat,Indus University,4th,AI,LinkedIn
LD1419,Jaipur,Nirma University,1st,Robotics,WhatsApp
LD1420,Pune,Gujarat Institute Of Technology,1st,Electric Vehicle,Mass-Mailing
LD1421,Bangalore,CPET Academy,4th,Data Science,Mass-Mailing
LD1422,Kolkata,CPET Academy,2nd,Electric Vehicle,LinkedIn
LD1423,Jaipur,Nirma University,2nd,Electric Vehicle,Instagram
LD1424,Pune,CPET Academy,1st,Electric Vehicle,Google Form
LD1425,Ahmedabad,CPET Academy,4th,Electric Vehicle,College Collaboration
LD1426,Bangalore,CPET Academy,4th,Data Science,Google Form
LD1427,Pune,Indus University,4th,Electric Vehicle,Mass-Mailing
LD1428,Bangalore,Indus University,4th,Data Science,Instagram
LD1429,Delhi,St Xaviers College,4th,Electric Vehicle,Mass-Mailing
LD1430,Surat,St Xaviers College,2nd,Robotics,College Collaboration
LD1431,Chandigarh,Indus University,4th,Robotics,Mass-Mailing
LD1432,Jaipur,Chandigarh University,3rd,AI,College Collaboration
LD1433,Bangalore,Nirma University,1st,Data Science,WhatsApp
LD1434,Hyderabad,Nirma University,2nd,Electric Vehicle,LinkedIn
LD1435,Hyderabad,Chandigarh University,1st,Data Science,Instagram
LD1436,Hyderabad,Indus University,1st,Data Science,College Collaboration
LD1437,Ahmedabad,St Xaviers College,1st,AI,Mass-Mailing
LD1438,Chandigarh,Gujarat Institute Of Technology,3rd,Robotics,College Collaboration
LD1439,Delhi,Gujarat Institute Of Technology,2nd,AI,Mass-Mailing
LD1440,Kolkata,Indus University,3rd,AI,Instagram
LD1441,Bangalore,St Xaviers College,2nd,Electric Vehicle,Instagram
LD1442,Chandigarh,Chandigarh University,1st,AI,Instagram
LD1443,Pune,Chandigarh University,3rd,Electric Vehicle,Google Form
LD1444,Surat,Chandigarh University,3rd,Data Science,Google Form
LD1445,Ahmedabad,CPET Academy,4th,Robotics,WhatsApp
LD1446,Jaipur,Nirma University,1st,Robotics,Google Form
LD1447,Chandigarh,CPET Academy,1st,AI,College Collaboration
LD1448,Ahmedabad,Chandigarh University,2nd,Data Science,WhatsApp
LD1449,Delhi,Nirma University,4th,Electric Vehicle,College Collaboration
LD1450,Ahmedabad,Nirma University,4th,Electric Vehicle,Mass-Mailing
LD1451,Hyderabad,Indus University,2nd,Robotics,Google Form
LD1452,Chandigarh,Indus University,1st,Data Science,LinkedIn
LD1453,Hyderabad,CPET Academy,3rd,Electric Vehicle,College Collaboration
LD1454,Jaipur,Indus University,1st,Electric Vehicle,LinkedIn
LD1455,Hyderabad,Chandigarh University,2nd,Electric Vehicle,LinkedIn
LD1456,Surat,Indus University,3rd,AI,Mass-Mailing
LD1457,Bangalore,Chandigarh University,2nd,Data Science,Instagram
LD1458,Chandigarh,St Xaviers College,3rd,Robotics,Instagram
LD1459,Bangalore,Chandigarh University,4th,Robotics,WhatsApp
LD1460,Hyderabad,Nirma University,3rd,AI,Mass-Mailing
LD1461,Hyderabad,CPET Academy,3rd,Electric Vehicle,Instagram
LD1462,Surat,CPET Academy,1st,AI,LinkedIn
LD1463,Jaipur,CPET Academy,1st,Electric Vehicle,LinkedIn
LD1464,Pune,Indus University,3rd,Electric Vehicle,Mass-Mailing
LD1465,Jaipur,Indus University,4th,Robotics,College Collaboration
LD1466,Ahmedabad,St Xaviers College,4th,AI,College Collaboration
LD1467,Chandigarh,Chandigarh University,4th,AI,Instagram
LD1468,Hyderabad,Nirma University,3rd,Robotics,Google Form
LD1469,Bangalore,Indus University,3rd,Data Science,Mass-Mailing
LD1470,Hyderabad,Nirma University,1st,AI,LinkedIn
LD1471,Hyderabad,Nirma University,2nd,Robotics,Google Form
LD1472,Delhi,Chandigarh University,1st,Data Science,College Collaboration
LD1473,Delhi,Chandigarh University,1st,Data Science,Instagram
LD1474,Pune,CPET Academy,1st,AI,College Collaboration
LD1475,Pune,Indus University,1st,Data Science,LinkedIn
LD1476,Pune,Nirma University,3rd,Electric Vehicle,Google Form
LD1477,Pune,St Xaviers College,3rd,Electric Vehicle,Instagram
LD1478,Kolkata,Chandigarh University,2nd,Data Science,WhatsApp
LD1479,Kolkata,Indus University,4th,AI,College Collaboration
LD1480,Hyderabad,Indus University,4th,AI,Instagram
LD1481,Bangalore,Chandigarh University,3rd,Electric Vehicle,LinkedIn
LD1482,Kolkata,CPET Academy,1st,Electric Vehicle,Instagram
LD1483,Hyderabad,Nirma University,3rd,Data Science,WhatsApp
LD1484,Surat,Nirma University,4th,AI,Mass-Mailing
LD1485,Jaipur,Chandigarh University,3rd,Electric Vehicle,Instagram
LD1486,Mumbai,Indus University,2nd,Electric Vehicle,Mass-Mailing
LD1487,Pune,Indus University,4th,Robotics,Google Form
LD1488,Delhi,St Xaviers College,3rd,Electric Vehicle,Instagram
LD1489,Kolkata,St Xaviers College,1st,Electric Vehicle,Instagram
LD1490,Hyderabad,CPET Academy,1st,Robotics,College Collaboration
LD1491,Pune,CPET Academy,3rd,Robotics,Instagram
LD1492,Hyderabad,Indus University,2nd,Robotics,Instagram
LD1493,Ahmedabad,Indus University,3rd,Robotics,WhatsApp
LD1494,Kolkata,Chandigarh University,1st,AI,WhatsApp
LD1495,Kolkata,CPET Academy,3rd,AI,Google Form
LD1496,Jaipur,St Xaviers College,4th,AI,Mass-Mailing
LD1497,Mumbai,Nirma University,4th,Robotics,WhatsApp
LD1498,Ahmedabad,Gujarat Institute Of Technology,4th,Data Science,Instagram
LD1499,Ahmedabad,Nirma University,3rd,Electric Vehicle,Google Form
LD1500,Bangalore,Indus University,3rd,Electric Vehicle,Instagram
LD1501,Mumbai,Gujarat Institute Of Technology,4th,Data Science,College Collaboration
LD1502,Ahmedabad,St Xaviers College,2nd,AI,Google Form
LD1503,Jaipur,Gujarat Institute Of Technology,2nd,Data Science,Instagram
LD1504,Mumbai,Nirma University,1st,Robotics,Instagram
LD1505,Jaipur,Nirma University,4th,Robotics,Instagram
LD1506,Ahmedabad,Chandigarh University,1st,Electric Vehicle,Mass-Mailing
LD1507,Mumbai,Indus University,1st,Electric Vehicle,WhatsApp
LD1508,Chandigarh,CPET Academy,4th,Electric Vehicle,Mass-Mailing
LD1509,Ahmedabad,CPET Academy,2nd,Data Science,Google Form
LD1510,Bangalore,Nirma University,1st,Data Science,Mass-Mailing
LD1511,Bangalore,Chandigarh University,1st,Electric Vehicle,College Collaboration
LD1512,Kolkata,Chandigarh University,3rd,Robotics,WhatsApp
LD1513,Pune,CPET Academy,4th,Data Science,Google Form
LD1514,Ahmedabad,Indus University,4th,AI,Instagram
LD1515,Delhi,CPET Academy,4th,AI,WhatsApp
LD1516,Jaipur,CPET Academy,2nd,Robotics,LinkedIn
LD1517,Ahmedabad,Nirma University,4th,Data Science,WhatsApp
LD1518,Chandigarh,Nirma University,4th,AI,LinkedIn
LD1519,Hyderabad,CPET Academy,4th,Electric Vehicle,LinkedIn
LD1520,Pune,Chandigarh University,4th,Electric Vehicle,LinkedIn
LD1521,Mumbai,Chandigarh University,1st,AI,Google Form
LD1522,Hyderabad,Nirma University,4th,Electric Vehicle,Mass-Mailing
LD1523,Pune,Indus University,3rd,AI,LinkedIn
LD1524,Mumbai,CPET Academy,4th,Robotics,WhatsApp
LD1525,Jaipur,Chandigarh University,4th,Electric Vehicle,Mass-Mailing
LD1526,Bangalore,Chandigarh University,2nd,AI,College Collaboration
LD1527,Pune,Chandigarh University,3rd,Electric Vehicle,Google Form
LD1528,Kolkata,Chandigarh University,1st,Electric Vehicle,LinkedIn
LD1529,Hyderabad,Nirma University,4th,Electric Vehicle,College Collaboration
LD1530,Jaipur,Chandigarh University,2nd,AI,LinkedIn
LD1531,Ahmedabad,Nirma University,4th,Data Science,Google Form
LD1532,Mumbai,Chandigarh University,1st,AI,Mass-Mailing
LD1533,Delhi,CPET Academy,2nd,Data Science,Mass-Mailing
LD1534,Kolkata,Gujarat Institute Of Technology,4th,Data Science,Instagram
LD1535,Surat,Gujarat Institute Of Technology,3rd,AI,College Collaboration
LD1536,Chandigarh,Gujarat Institute Of Technology,2nd,Electric Vehicle,LinkedIn
LD1537,Hyderabad,St Xaviers College,2nd,Robotics,Instagram
LD1538,Chandigarh,Indus University,4th,Data Science,Google Form
LD1539,Delhi,CPET Academy,1st,AI,WhatsApp
LD1540,Pune,Gujarat Institute Of Technology,2nd,Data Science,WhatsApp
